price,avg_rating,battery_capacity,ram_capacity,internal_memory,screen_size,cpu_benchmark,hashed_brand_name,hashed_model,normalized_avg_rating
13899.0,7.5,4830,8,128.0,6.6,8133.0,45519331,36449085,0.5588235294117647
15899.0,8.0,5000,12,256.0,6.73,8133.0,45519331,59324740,0.7058823529411765
3700.0,6.6,3000,4,64.0,5.84,1893.0,44984231,12112635,0.2941176470588235
62999.0,8.0,4500,12,512.0,6.53,3965.0,44984231,89948620,0.7058823529411765
21500.0,8.0,4400,8,128.0,6.76,4350.0,44984231,77496805,0.7058823529411765
25999.0,8.5,4500,8,256.0,6.76,5230.0,44984231,9296903,0.8529411764705882
78999.0,8.1,4700,12,512.0,6.74,5230.0,44984231,51918181,0.7352941176470588
32999.0,8.0,4500,8,512.0,8.0,3350.0,44984231,68722961,0.7058823529411765
44999.0,8.9,4600,8,512.0,7.8,3965.0,44984231,55864022,0.9705882352941178
15000.0,8.2,4000,8,128.0,6.67,6074.0,44984231,84911666,0.764705882352941
16599.0,8.4,4500,8,256.0,6.67,6074.0,44984231,88584853,0.823529411764706
13999.0,8.1,4200,8,128.0,6.4,1320.0,44984231,30426143,0.7352941176470588
18999.0,8.3,4300,8,128.0,6.57,5553.0,44984231,72907365,0.7941176470588237
19999.0,8.4,4000,8,128.0,6.78,5553.0,44984231,24961796,0.823529411764706
7000.0,6.3,5000,4,64.0,6.52,2442.0,44984231,10529758,0.2058823529411765
15399.0,8.2,5000,8,128.0,6.7,3781.0,44984231,91167041,0.764705882352941
25499.0,8.0,4200,8,256.0,6.58,3965.0,44984231,41162566,0.7058823529411765
27860.0,8.0,4360,8,256.0,6.6,6579.0,44984231,25143555,0.7058823529411765
12599.0,8.7,5000,6,128.0,6.67,4089.0,86932135,8234723,0.9117647058823527
17599.0,8.3,4020,6,128.0,6.5,5629.0,86932135,4754498,0.7941176470588237
18999.0,8.5,4020,8,128.0,6.5,5629.0,86932135,12600152,0.8529411764705882
21999.0,8.8,4400,8,128.0,6.55,6100.0,86932135,75393517,0.9411764705882355
22500.0,8.9,4800,8,128.0,6.7,5480.0,86932135,3427047,0.9705882352941178
24599.0,8.0,4610,8,128.0,6.67,7289.0,86932135,31764343,0.7058823529411765
27899.0,8.0,4610,12,256.0,6.67,7289.0,86932135,21393662,0.7058823529411765
18999.0,8.6,4200,8,128.0,6.5,9112.0,86932135,8204626,0.8823529411764705
21599.0,8.7,4500,8,128.0,6.67,9112.0,86932135,38313536,0.9117647058823527
24599.0,8.9,4800,8,128.0,6.7,9112.0,86932135,5417015,0.9705882352941178
16899.0,8.9,5000,12,256.0,6.7,6686.0,86932135,13142747,0.9705882352941178
14599.0,8.7,5000,6,128.0,6.7,6696.0,86932135,42303260,0.9117647058823527
5499.0,6.5,5000,2,64.0,6.5,2555.0,86932135,1978880,0.26470588235294124
4300.0,7.0,5000,4,64.0,6.5,1896.0,86932135,66819365,0.411764705882353
4899.0,7.1,5000,4,64.0,6.5,2555.0,86932135,56747759,0.4411764705882352
3899.0,6.5,5000,3,32.0,6.5,1896.0,86932135,98975101,0.26470588235294124
4399.0,6.7,5000,4,64.0,6.5,1896.0,86932135,5589240,0.323529411764706
3899.0,7.1,5000,4,64.0,6.5,2644.0,86932135,170979,0.4411764705882352
3299.0,8.4,4020,8,128.0,6.28,4441.0,86932135,77442818,0.823529411764706
7999.0,8.5,5000,6,128.0,6.8,6134.0,86932135,90223957,0.8529411764705882
8999.0,8.3,5000,8,128.0,6.67,6134.0,86932135,82094367,0.7941176470588237
11999.0,8.0,4450,8,128.0,6.67,6717.0,86932135,62149518,0.7058823529411765
3799.0,8.2,5000,6,128.0,6.67,1065.0,86932135,12903288,0.764705882352941
4099.0,7.5,5000,4,128.0,6.5,2752.0,86932135,44039997,0.5588235294117647
3599.0,7.5,5000,4,64.0,6.53,1896.0,86932135,3634916,0.5588235294117647
3799.0,7.7,5000,4,128.0,6.5,1896.0,86932135,43392410,0.6176470588235295
3599.0,7.5,5000,4,64.0,6.47,2936.0,86932135,61776936,0.5588235294117647
4299.0,7.8,5000,6,128.0,6.47,2936.0,86932135,99270027,0.6470588235294118
5500.0,7.5,5000,4,64.0,6.55,3516.0,86932135,85707744,0.5588235294117647
6299.0,7.7,6000,4,64.0,6.78,3753.0,86932135,11863670,0.6176470588235295
6899.0,7.8,5000,4,64.0,6.47,3516.0,86932135,43144383,0.6470588235294118
7299.0,7.7,5000,4,64.0,6.8,3715.0,86932135,4070363,0.6176470588235295
6899.0,7.5,5000,4,64.0,6.6,3516.0,86932135,32981464,0.5588235294117647
7399.0,7.9,5000,6,128.0,6.6,3516.0,86932135,73623666,0.6764705882352943
7599.0,7.6,5000,4,64.0,6.6,3516.0,86932135,71967432,0.588235294117647
7899.0,7.9,5000,4,128.0,6.5,3516.0,86932135,17066927,0.6764705882352943
8918.0,8.4,6000,6,128.0,6.78,3753.0,86932135,92858696,0.823529411764706
8999.0,8.4,5000,8,128.0,6.55,3753.0,86932135,10144499,0.823529411764706
8599.0,8.1,5000,6,128.0,6.55,3753.0,86932135,69061933,0.7352941176470588
9200.0,8.0,5000,6,128.0,6.4,4182.0,86932135,98699841,0.7058823529411765
9799.0,8.1,5000,6,128.0,6.5,4182.0,86932135,85727478,0.7352941176470588
9999.0,8.3,5000,6,128.0,6.55,4255.0,86932135,32551515,0.7941176470588237
311.988,8.5,5000,8,256.0,6.5,4838.0,86932135,82415971,0.8529411764705882
10599.0,8.6,5000,8,128.0,6.6,4182.0,86932135,78753073,0.8823529411764705
9899.0,8.3,5000,6,128.0,6.6,4182.0,86932135,3695357,0.7941176470588237
10999.0,8.0,5000,6,128.0,6.8,6074.0,86932135,15891575,0.7058823529411765
7599.0,8.3,4400,8,128.0,6.55,6134.0,86932135,51987431,0.7941176470588237
9599.0,8.0,4450,8,128.0,6.67,6717.0,86932135,72416074,0.7058823529411765
14999.0,8.9,4600,8,128.0,6.7,9113.0,86932135,75015669,0.9705882352941178
7899.0,8.0,5000,6,128.0,6.5,4131.0,86932135,68317531,0.7058823529411765
5500.0,6.8,4000,4,64.0,6.2,2664.0,86932135,39194578,0.35294117647058826
12599.0,8.9,5000,8,128.0,6.6,7290.0,86932135,63319101,0.9705882352941178
2200.0,8.0,3000,2,16.0,5.45,1433.0,59982760,59115080,0.7058823529411765
2889.0,6.4,5050,4,64.0,6.52,1433.0,59982760,30563001,0.23529411764705901
2999.0,6.2,5050,3,32.0,6.74,1433.0,59982760,18506751,0.17647058823529427
3099.0,7.0,5000,4,64.0,6.52,2672.0,59982760,7802283,0.411764705882353
3299.0,7.1,5050,4,64.0,6.5,2672.0,59982760,39662961,0.4411764705882352
4599.0,7.5,5050,6,128.0,6.5,2672.0,59982760,20780759,0.5588235294117647
6588.0,8.1,4500,6,128.0,6.58,4182.0,59982760,41096050,0.7352941176470588
4599.0,8.2,4470,6,128.0,6.67,3609.0,59982760,69169005,0.764705882352941
7299.0,8.5,4200,6,128.0,6.43,4182.0,59982760,4982104,0.8529411764705882
7198.0,7.6,6000,6,64.0,6.81,5644.0,59982760,7115571,0.588235294117647
9798.0,8.7,6000,6,128.0,6.51,4889.0,59982760,59151764,0.9117647058823527
10200.0,8.0,6000,8,128.0,6.51,4889.0,59982760,96324127,0.7058823529411765
9500.0,8.4,4800,8,128.0,6.7,4266.0,1042633,33481229,0.823529411764706
3400.0,6.4,4230,3,32.0,6.22,1693.0,1042633,65527959,0.23529411764705901
3799.0,6.6,4230,3,32.0,6.52,1613.0,1042633,74173483,0.2941176470588235
3299.0,7.2,4230,4,128.0,6.52,1613.0,1042633,14524734,0.47058823529411775
3899.0,6.9,5000,4,64.0,6.52,1661.0,1042633,52466391,0.3823529411764708
2999.0,6.5,4230,3,32.0,6.52,1661.0,1042633,28546455,0.26470588235294124
3355.0,6.8,4230,4,64.0,6.52,1661.0,1042633,27093056,0.35294117647058826
3899.0,6.6,4230,4,64.0,6.52,1661.0,1042633,39643044,0.2941176470588235
4255.0,7.2,5000,4,64.0,6.56,1613.0,1042633,20516578,0.47058823529411775
4499.0,6.2,5000,3,64.0,6.56,1613.0,1042633,76309496,0.17647058823529427
4253.0,7.2,4230,6,128.0,6.5,1613.0,1042633,52025661,0.47058823529411775
4299.0,7.0,5000,6,128.0,6.5,2631.0,1042633,87927693,0.411764705882353
4500.0,7.0,5000,4,64.0,6.51,1661.0,1042633,51903874,0.411764705882353
4899.0,7.1,5000,4,128.0,6.51,1661.0,1042633,43239972,0.4411764705882352
5299.0,7.4,5000,6,128.0,6.51,1661.0,1042633,52434778,0.5294117647058825
4980.0,7.3,5000,4,64.0,6.51,1661.0,1042633,15163692,0.5
5390.0,7.6,5000,6,128.0,6.51,1661.0,1042633,55181383,0.588235294117647
5740.0,7.4,5000,6,128.0,6.5,1661.0,1042633,50760037,0.5294117647058825
6890.0,7.3,5000,6,128.0,6.5,4076.0,1042633,59465238,0.5
4990.0,7.5,5000,8,128.0,6.56,4076.0,1042633,92213342,0.5588235294117647
4299.0,6.7,5000,3,64.0,6.56,1661.0,1042633,28415706,0.323529411764706
4899.0,6.9,5000,4,64.0,6.56,1661.0,1042633,88974819,0.3823529411764708
5499.0,7.6,5000,6,128.0,6.56,2936.0,1042633,26139782,0.588235294117647
5899.0,7.2,5000,6,128.0,6.56,3784.0,1042633,62311092,0.47058823529411775
6400.0,6.2,3200,3,32.0,6.0,3107.0,1042633,88564420,0.17647058823529427
6600.0,7.7,5000,6,128.0,6.5,3017.0,1042633,24720791,0.6176470588235295
6999.0,7.3,5000,6,128.0,6.56,3781.0,1042633,21376081,0.5
7300.0,7.0,5000,4,64.0,6.56,3516.0,1042633,5700246,0.411764705882353
7899.0,7.1,5000,4,128.0,6.56,3516.0,1042633,54038927,0.4411764705882352
8299.0,7.6,5000,6,128.0,6.56,3516.0,1042633,71706095,0.588235294117647
6789.0,7.6,5000,8,128.0,6.56,3516.0,1042633,70839968,0.588235294117647
9238.0,7.9,5000,8,128.0,6.56,4076.0,1042633,73177625,0.6764705882352943
8399.0,8.0,5000,8,128.0,6.59,3516.0,1042633,99949134,0.7058823529411765
8999.0,8.2,4500,8,256.0,6.43,3516.0,1042633,29516397,0.764705882352941
9549.0,7.9,5000,12,256.0,6.56,4076.0,1042633,56748929,0.6764705882352943
9599.0,8.7,5000,8,128.0,6.7,4182.0,1042633,6837322,0.9117647058823527
10220.0,8.3,4015,8,128.0,6.43,3103.0,1042633,56313265,0.7941176470588237
7899.0,7.8,5000,6,128.0,6.4,2901.0,1042633,49829746,0.6470588235294118
8999.0,8.0,4310,8,128.0,6.43,3103.0,1042633,81537660,0.7058823529411765
10200.0,8.2,4500,8,128.0,6.5,3781.0,1042633,77266509,0.764705882352941
12500.0,8.2,4500,8,128.0,6.43,3781.0,1042633,7567448,0.764705882352941
12549.0,8.2,4500,8,128.0,6.5,4182.0,1042633,33781500,0.764705882352941
14500.0,8.0,4500,8,256.0,7.1,6579.0,1042633,10235081,0.7058823529411765
18999.0,8.0,4520,12,256.0,7.1,7290.0,1042633,65046339,0.7058823529411765
17500.0,8.0,4500,12,256.0,6.7,11326.0,1042633,44648546,0.7058823529411765
21500.0,8.0,5000,8,256.0,6.7,6415.0,1042633,74566269,0.7058823529411765
8000.0,8.9,4700,8,256.0,6.73,7878.0,1042633,24806490,0.9705882352941178
18000.0,8.0,4700,12,256.0,6.78,9362.0,1042633,8772365,0.7058823529411765
11000.0,7.8,5000,6,128.0,6.59,2431.0,1042633,90457811,0.6470588235294118
13000.0,8.0,5000,8,128.0,6.59,2431.0,1042633,29318503,0.7058823529411765
11789.0,7.9,5000,8,128.0,6.56,7374.0,1042633,21374873,0.6764705882352943
14000.0,8.1,5000,8,128.0,6.62,1316.0,1042633,90393890,0.7352941176470588
7500.0,7.8,5000,6,128.0,6.59,2431.0,1042633,29273985,0.6470588235294118
7200.0,8.2,4000,8,128.0,6.4,5561.0,1042633,27615016,0.764705882352941
6770.0,8.4,5000,8,256.0,6.73,4557.0,1042633,41869365,0.823529411764706
8000.0,8.6,5000,16,256.0,6.73,7374.0,1042633,76083783,0.8823529411764705
10000.0,8.8,4700,12,256.0,6.73,9362.0,1042633,59871238,0.9411764705882355
6000.0,8.3,4300,8,128.0,6.43,3712.0,1042633,27510926,0.7941176470588237
7370.0,8.4,4350,8,128.0,6.53,4805.0,1042633,65076330,0.823529411764706
4300.0,8.0,4000,6,128.0,6.5,3423.0,1042633,73436159,0.7058823529411765
7700.0,8.3,4300,8,128.0,6.43,4838.0,1042633,71772518,0.7941176470588237
7895.0,8.7,4500,12,256.0,6.55,4889.0,1042633,40389745,0.9117647058823527
8350.0,8.7,4500,8,128.0,6.55,4889.0,1042633,68423663,0.9117647058823527
17500.0,8.4,4500,8,128.0,6.43,4805.0,1042633,49752812,0.823529411764706
17000.0,8.5,4500,8,256.0,6.7,7374.0,1042633,72776686,0.8529411764705882
8350.0,8.6,4500,12,256.0,6.7,7374.0,1042633,10271576,0.8823529411764705
8100.0,8.7,5000,8,256.0,6.67,4243.0,1042633,50593400,0.9117647058823527
10800.0,8.3,4500,8,256.0,6.7,6398.0,1042633,70993253,0.7941176470588237
13500.0,8.6,4500,16,256.0,6.7,7374.0,1042633,93934288,0.8823529411764705
16200.0,8.6,4700,16,256.0,6.7,9362.0,1042633,33419625,0.8823529411764705
9450.0,8.4,4800,8,128.0,6.58,2836.0,1042633,24210268,0.823529411764706
12150.0,8.5,4500,8,256.0,6.43,4805.0,1042633,99839489,0.8529411764705882
13500.0,8.7,4500,12,256.0,6.55,2836.0,1042633,10387658,0.9117647058823527
9450.0,8.4,4500,8,128.0,6.43,2836.0,1042633,11146725,0.823529411764706
13500.0,8.3,4500,8,128.0,6.43,4805.0,1042633,4965011,0.7941176470588237
12000.0,8.6,4000,8,256.0,7.4,4889.0,1042633,66564204,0.8823529411764705
2700.0,8.0,3000,1,16.0,5.3,686.0,33385164,89648568,0.7058823529411765
4050.0,6.6,5000,3,32.0,6.5,2672.0,33385164,73941284,0.2941176470588235
7800.0,6.9,5000,4,64.0,6.5,2672.0,33385164,88993422,0.3823529411764708
6560.0,8.0,5000,2,32.0,6.5,1399.0,33385164,19981136,0.7058823529411765
5000.0,7.1,5000,4,64.0,6.5,2087.0,33385164,21353689,0.4411764705882352
4680.0,7.2,5000,4,128.0,6.5,2087.0,33385164,82283520,0.47058823529411775
5040.0,6.3,5000,4,64.0,6.5,2752.0,33385164,4193725,0.2058823529411765
6500.0,6.3,4000,2,32.0,6.4,1065.0,33385164,78425795,0.2058823529411765
6700.0,7.1,5000,4,64.0,6.5,1937.0,33385164,34519105,0.4411764705882352
6950.0,7.5,5000,6,128.0,6.5,1937.0,33385164,13385472,0.5588235294117647
8200.0,7.5,5000,4,64.0,6.6,2087.0,33385164,57024635,0.5588235294117647
8670.0,7.5,5000,4,128.0,6.6,2087.0,33385164,67654414,0.5588235294117647
8900.0,7.8,5000,6,128.0,6.6,2087.0,33385164,33375641,0.6470588235294118
215.88,7.3,5000,4,64.0,6.5,3243.0,33385164,32058506,0.5
8300.0,7.5,5000,4,64.0,6.6,4120.0,33385164,44566558,0.5588235294117647
9100.0,6.3,5000,6,64.0,6.5,4255.0,33385164,58079022,0.2058823529411765
4300.0,7.5,5000,6,128.0,6.5,2.082,33385164,14041303,0.5588235294117647
7299.0,7.6,5000,6,128.0,6.4,2562.0,33385164,62799724,0.588235294117647
5750.0,7.9,5000,6,128.0,6.6,2431.0,33385164,63784673,0.6764705882352943
9950.0,7.7,4000,6,64.0,6.4,4255.0,33385164,17666867,0.6176470588235295
4700.0,8.0,5000,6,128.0,6.4,2562.0,33385164,28690177,0.7058823529411765
6000.0,6.9,3100,4,64.0,5.9,1832.0,33385164,90617318,0.3823529411764708
6300.0,8.0,4000,4,128.0,6.4,2581.0,33385164,3828539,0.7058823529411765
7000.0,8.3,4500,6,128.0,6.5,3712.0,33385164,96859132,0.7941176470588237
9450.0,8.6,4500,8,128.0,6.5,3712.0,33385164,73613000,0.8823529411764705
9800.0,8.9,5000,8,256.0,6.5,4789.0,33385164,97052020,0.9705882352941178
7800.0,8.7,5000,6,128.0,6.5,4789.0,33385164,18534622,0.9117647058823527
9800.0,8.9,5000,8,128.0,6.5,4789.0,33385164,72439400,0.9705882352941178
18000.0,7.6,5000,6,128.0,6.4,5023.0,33385164,92655115,0.588235294117647
18000.0,8.6,4500,8,128.0,6.7,3524.0,33385164,33282957,0.8823529411764705
68600.0,8.0,5000,8,256.0,6.7,4234.0,33385164,74920184,0.7058823529411765
17000.0,8.6,4500,6,128.0,6.71,5547.0,33385164,97273944,0.8823529411764705
10999.0,7.1,6000,4,64.0,6.6,2.082,33385164,55566219,0.4411764705882352
8999.0,7.5,5000,6,128.0,6.5,4838.0,33385164,96196139,0.5588235294117647
10800.0,6.0,6000,4,64.0,6.5,6103.0,33385164,97002577,0.11764705882352951
14599.0,7.6,6000,4,64.0,6.4,2581.0,33385164,51978360,0.588235294117647
12859.0,8.0,6000,6,128.0,6.4,2562.0,33385164,70833610,0.7058823529411765
13500.0,8.4,6000,8,128.0,6.6,4522.0,33385164,54713033,0.823529411764706
17500.0,8.4,6000,6,128.0,6.5,4522.0,33385164,66081172,0.823529411764706
19000.0,8.3,4500,6,128.0,6.7,5547.0,33385164,15505198,0.7941176470588237
29849.0,8.9,4300,12,256.0,6.8,5547.0,33385164,32788398,0.9705882352941178
30844.0,8.7,4300,8,256.0,6.7,5824.0,33385164,67018259,0.9117647058823527
15000.0,8.6,4500,8,256.0,6.7,5547.0,33385164,16886563,0.8823529411764705
16000.0,8.1,4100,8,128.0,6.4,5547.0,33385164,29985781,0.7352941176470588
17900.0,8.8,4000,8,128.0,6.2,5824.0,33385164,33231994,0.9411764705882355
16500.0,8.9,4000,8,128.0,6.2,5962.0,33385164,65794180,0.9705882352941178
15900.0,8.6,4500,8,128.0,6.5,6103.0,33385164,90014593,0.8823529411764705
16300.0,8.8,4500,8,128.0,6.5,2082.0,33385164,8349038,0.9411764705882355
19899.0,8.8,4500,8,128.0,6.7,6103.0,33385164,48740942,0.9411764705882355
29800.0,8.0,5000,12,128.0,6.9,6103.0,33385164,68357406,0.7058823529411765
23879.0,8.8,4000,8,128.0,6.2,5499.0,33385164,83288088,0.9411764705882355
16200.0,8.7,4500,8,128.0,6.4,5499.0,33385164,77672314,0.9117647058823527
24700.0,8.8,4800,8,128.0,6.7,5499.0,33385164,23775301,0.9411764705882355
29300.0,8.0,5000,12,128.0,6.8,5499.0,33385164,89180355,0.7058823529411765
24000.0,8.7,3700,8,256.0,6.1,5783.0,33385164,79491726,0.9117647058823527
43500.0,8.0,5000,12,512.0,6.8,7892.0,33385164,78295330,0.7058823529411765
34900.0,8.8,3900,8,128.0,6.1,9362.0,33385164,1165139,0.9411764705882355
23700.0,7.7,4500,8,128.0,6.5,5783.0,33385164,49218874,0.6176470588235295
43000.0,8.9,4700,8,256.0,6.6,9362.0,33385164,60303154,0.9705882352941178
49999.0,8.0,5000,8,256.0,6.8,9362.0,33385164,63657968,0.7058823529411765
62000.0,8.5,5100,12,256.0,6.83,10110.0,33385164,1134912,0.8529411764705882
21000.0,7.8,3500,6,128.0,6.2,3777.0,33385164,72543520,0.6470588235294118
26400.0,8.4,3300,8,128.0,6.7,4889.0,33385164,83503974,0.823529411764706
30000.0,8.8,3700,8,128.0,6.7,5230.0,33385164,22408095,0.9411764705882355
34000.0,8.9,4400,12,256.0,7.6,4889.0,33385164,39833614,0.9705882352941178
48000.0,8.0,4400,12,256.0,7.6,5230.0,33385164,43442024,0.7058823529411765
5400.0,8.9,4000,8,256.0,6.5,4889.0,54798807,81829141,0.9705882352941178
5300.0,8.0,5000,12,512.0,6.5,5230.0,54798807,74868628,0.7058823529411765
8000.0,7.5,3600,4,128.0,6.0,2431.0,54798807,2321514,0.5588235294117647
8000.0,8.0,4500,12,512.0,6.5,1316.0,54798807,90650437,0.7058823529411765
6798.0,8.6,4600,8,256.0,6.78,7374.0,43031010,41744662,0.8823529411764705
9500.0,7.7,5000,12,256.0,6.67,7374.0,43031010,37725449,0.6176470588235295
7550.0,8.2,5000,8,128.0,6.44,2431.0,43031010,53952115,0.764705882352941
5500.0,7.8,5000,4,128.0,6.58,2431.0,43031010,30407878,0.6470588235294118
10000.0,8.4,4700,8,128.0,6.44,3712.0,43031010,45089716,0.823529411764706
6750.0,7.5,5000,4,128.0,6.58,4838.0,43031010,71201399,0.5588235294117647
7399.0,7.7,5000,6,128.0,6.58,4838.0,43031010,90052372,0.6176470588235295
8360.0,8.5,4700,8,128.0,6.62,3219.0,43031010,39829675,0.8529411764705882
9200.0,7.6,4500,8,128.0,6.44,4686.0,43031010,43724664,0.588235294117647
5800.0,8.0,6000,8,128.0,6.58,4562.0,43031010,45140667,0.7058823529411765
6000.0,7.4,5000,6,64.0,6.53,2721.0,43031010,59040745,0.5294117647058825
6170.0,7.1,5000,6,64.0,6.58,2545.0,43031010,75559649,0.4411764705882352
12000.0,7.8,3700,8,128.0,6.39,2721.0,43031010,96840001,0.6470588235294118
10000.0,8.4,4500,8,256.0,6.44,3013.0,43031010,35059200,0.823529411764706
10300.0,8.5,4000,8,128.0,6.44,3319.0,43031010,46685538,0.8529411764705882
11279.0,8.4,4000,8,128.0,6.44,3421.0,43031010,49333615,0.823529411764706
1639.0,8.3,4000,8,128.0,6.44,4838.0,43031010,44065908,0.7941176470588237
1639.0,8.5,4000,8,128.0,6.44,4838.0,43031010,94203633,0.8529411764705882
2000.0,8.5,4300,8,128.0,6.44,4805.0,43031010,58702504,0.8529411764705882
2000.0,8.6,4000,8,128.0,6.44,4838.0,43031010,95768258,0.8823529411764705
12499.0,8.3,4200,8,128.0,6.44,7878.0,43031010,21609639,0.7941176470588237
12499.0,8.6,4200,12,256.0,6.44,7878.0,43031010,51331364,0.8823529411764705
12499.0,8.5,4300,8,128.0,6.56,7878.0,43031010,47633426,0.8529411764705882
14000.0,8.7,4300,12,256.0,6.56,7878.0,43031010,82407244,0.9117647058823527
10000.0,8.2,4050,8,128.0,6.44,3851.0,43031010,93424599,0.764705882352941
10000.0,8.4,4050,8,128.0,6.44,7374.0,43031010,36618789,0.823529411764706
14750.0,8.5,4500,12,256.0,6.44,4838.0,43031010,11356688,0.8529411764705882
