price,battery_capacity,ram_capacity,internal_memory,screen_size,cpu_benchmark,hashed_brand_name,hashed_model,avg_rating
13799.0,5000.0,12,128.0,6.7,7380.0,45519331,83215948,7.06
12500.0,4410.0,6,128.0,6.1,7380.0,45519331,27142951,3.82
13899.0,4830.0,8,128.0,6.6,8133.0,45519331,36449085,5.59
15899.0,5000.0,12,256.0,6.73,8133.0,45519331,59324740,7.06
3700.0,3000.0,4,64.0,5.84,1893.0,44984231,12112635,2.94
62999.0,4500.0,12,512.0,6.53,3965.0,44984231,89948620,7.06
21500.0,4400.0,8,128.0,6.76,4350.0,44984231,77496805,7.06
25999.0,4500.0,8,256.0,6.76,5230.0,44984231,9296903,8.53
78999.0,4700.0,12,512.0,6.74,5230.0,44984231,51918181,7.35
32999.0,4500.0,8,512.0,8.0,3350.0,44984231,68722961,7.06
44999.0,4600.0,8,512.0,7.8,3965.0,44984231,55864022,9.71
15000.0,4000.0,8,128.0,6.67,6074.0,44984231,84911666,7.65
16599.0,4500.0,8,256.0,6.67,6074.0,44984231,88584853,8.24
13999.0,4200.0,8,128.0,6.4,1320.0,44984231,30426143,7.35
18999.0,4300.0,8,128.0,6.57,5553.0,44984231,72907365,7.94
19999.0,4000.0,8,128.0,6.78,5553.0,44984231,24961796,8.24
7000.0,5000.0,4,64.0,6.52,2442.0,44984231,10529758,2.06
15399.0,5000.0,8,128.0,6.7,3781.0,44984231,91167041,7.65
25499.0,4200.0,8,256.0,6.58,3965.0,44984231,41162566,7.06
27860.0,4360.0,8,256.0,6.6,6579.0,44984231,25143555,7.06
12599.0,5000.0,6,128.0,6.67,4089.0,86932135,8234723,9.12
17599.0,4020.0,6,128.0,6.5,5629.0,86932135,4754498,7.94
18999.0,4020.0,8,128.0,6.5,5629.0,86932135,12600152,8.53
21999.0,4400.0,8,128.0,6.55,6100.0,86932135,75393517,9.41
22500.0,4800.0,8,128.0,6.7,5480.0,86932135,3427047,9.71
24599.0,4610.0,8,128.0,6.67,7289.0,86932135,31764343,7.06
27899.0,4610.0,12,256.0,6.67,7289.0,86932135,21393662,7.06
18999.0,4200.0,8,128.0,6.5,9112.0,86932135,8204626,8.82
21599.0,4500.0,8,128.0,6.67,9112.0,86932135,38313536,9.12
24599.0,4800.0,8,128.0,6.7,9112.0,86932135,5417015,9.71
16899.0,5000.0,12,256.0,6.7,6686.0,86932135,13142747,9.71
14599.0,5000.0,6,128.0,6.7,6696.0,86932135,42303260,9.12
5499.0,5000.0,2,64.0,6.5,2555.0,86932135,1978880,2.65
4300.0,5000.0,4,64.0,6.5,1896.0,86932135,66819365,4.12
4899.0,5000.0,4,64.0,6.5,2555.0,86932135,56747759,4.41
3899.0,5000.0,3,32.0,6.5,1896.0,86932135,98975101,2.65
4399.0,5000.0,4,64.0,6.5,1896.0,86932135,5589240,3.24
3899.0,5000.0,4,64.0,6.5,2644.0,86932135,170979,4.41
3299.0,4020.0,8,128.0,6.28,4441.0,86932135,77442818,8.24
7999.0,5000.0,6,128.0,6.8,6134.0,86932135,90223957,8.53
8999.0,5000.0,8,128.0,6.67,6134.0,86932135,82094367,7.94
11999.0,4450.0,8,128.0,6.67,6717.0,86932135,62149518,7.06
3799.0,5000.0,6,128.0,6.67,1065.0,86932135,12903288,7.65
4099.0,5000.0,4,128.0,6.5,2752.0,86932135,44039997,5.59
3599.0,5000.0,4,64.0,6.53,1896.0,86932135,3634916,5.59
3799.0,5000.0,4,128.0,6.5,1896.0,86932135,43392410,6.18
3599.0,5000.0,4,64.0,6.47,2936.0,86932135,61776936,5.59
4299.0,5000.0,6,128.0,6.47,2936.0,86932135,99270027,6.47
5500.0,5000.0,4,64.0,6.55,3516.0,86932135,85707744,5.59
6299.0,6000.0,4,64.0,6.78,3753.0,86932135,11863670,6.18
6899.0,5000.0,4,64.0,6.47,3516.0,86932135,43144383,6.47
7299.0,5000.0,4,64.0,6.8,3715.0,86932135,4070363,6.18
6899.0,5000.0,4,64.0,6.6,3516.0,86932135,32981464,5.59
7399.0,5000.0,6,128.0,6.6,3516.0,86932135,73623666,6.76
7599.0,5000.0,4,64.0,6.6,3516.0,86932135,71967432,5.88
7899.0,5000.0,4,128.0,6.5,3516.0,86932135,17066927,6.76
8918.0,6000.0,6,128.0,6.78,3753.0,86932135,92858696,8.24
8999.0,5000.0,8,128.0,6.55,3753.0,86932135,10144499,8.24
8599.0,5000.0,6,128.0,6.55,3753.0,86932135,69061933,7.35
9200.0,5000.0,6,128.0,6.4,4182.0,86932135,98699841,7.06
9799.0,5000.0,6,128.0,6.5,4182.0,86932135,85727478,7.35
9999.0,5000.0,6,128.0,6.55,4255.0,86932135,32551515,7.94
311.988,5000.0,8,256.0,6.5,4838.0,86932135,82415971,8.53
10599.0,5000.0,8,128.0,6.6,4182.0,86932135,78753073,8.82
9899.0,5000.0,6,128.0,6.6,4182.0,86932135,3695357,7.94
10999.0,5000.0,6,128.0,6.8,6074.0,86932135,15891575,7.06
7599.0,4400.0,8,128.0,6.55,6134.0,86932135,51987431,7.94
9599.0,4450.0,8,128.0,6.67,6717.0,86932135,72416074,7.06
14999.0,4600.0,8,128.0,6.7,9113.0,86932135,75015669,9.71
7899.0,5000.0,6,128.0,6.5,4131.0,86932135,68317531,7.06
5500.0,4000.0,4,64.0,6.2,2664.0,86932135,39194578,3.53
12599.0,5000.0,8,128.0,6.6,7290.0,86932135,63319101,9.71
2200.0,3000.0,2,16.0,5.45,1433.0,59982760,59115080,7.06
2889.0,5050.0,4,64.0,6.52,1433.0,59982760,30563001,2.35
2999.0,5050.0,3,32.0,6.74,1433.0,59982760,18506751,1.76
3099.0,5000.0,4,64.0,6.52,2672.0,59982760,7802283,4.12
3299.0,5050.0,4,64.0,6.5,2672.0,59982760,39662961,4.41
4599.0,5050.0,6,128.0,6.5,2672.0,59982760,20780759,5.59
6588.0,4500.0,6,128.0,6.58,4182.0,59982760,41096050,7.35
4599.0,4470.0,6,128.0,6.67,3609.0,59982760,69169005,7.65
7299.0,4200.0,6,128.0,6.43,4182.0,59982760,4982104,8.53
7198.0,6000.0,6,64.0,6.81,5644.0,59982760,7115571,5.88
9798.0,6000.0,6,128.0,6.51,4889.0,59982760,59151764,9.12
10200.0,6000.0,8,128.0,6.51,4889.0,59982760,96324127,7.06
9500.0,4800.0,8,128.0,6.7,4266.0,1042633,33481229,8.24
3400.0,4230.0,3,32.0,6.22,1693.0,1042633,65527959,2.35
3799.0,4230.0,3,32.0,6.52,1613.0,1042633,74173483,2.94
3299.0,4230.0,4,128.0,6.52,1613.0,1042633,14524734,4.71
3899.0,5000.0,4,64.0,6.52,1661.0,1042633,52466391,3.82
2999.0,4230.0,3,32.0,6.52,1661.0,1042633,28546455,2.65
3355.0,4230.0,4,64.0,6.52,1661.0,1042633,27093056,3.53
3899.0,4230.0,4,64.0,6.52,1661.0,1042633,39643044,2.94
4255.0,5000.0,4,64.0,6.56,1613.0,1042633,20516578,4.71
4499.0,5000.0,3,64.0,6.56,1613.0,1042633,76309496,1.76
4253.0,4230.0,6,128.0,6.5,1613.0,1042633,52025661,4.71
4299.0,5000.0,6,128.0,6.5,2631.0,1042633,87927693,4.12
4500.0,5000.0,4,64.0,6.51,1661.0,1042633,51903874,4.12
4899.0,5000.0,4,128.0,6.51,1661.0,1042633,43239972,4.41
5299.0,5000.0,6,128.0,6.51,1661.0,1042633,52434778,5.29
4980.0,5000.0,4,64.0,6.51,1661.0,1042633,15163692,5.0
5390.0,5000.0,6,128.0,6.51,1661.0,1042633,55181383,5.88
5740.0,5000.0,6,128.0,6.5,1661.0,1042633,50760037,5.29
6890.0,5000.0,6,128.0,6.5,4076.0,1042633,59465238,5.0
4990.0,5000.0,8,128.0,6.56,4076.0,1042633,92213342,5.59
4299.0,5000.0,3,64.0,6.56,1661.0,1042633,28415706,3.24
4899.0,5000.0,4,64.0,6.56,1661.0,1042633,88974819,3.82
5499.0,5000.0,6,128.0,6.56,2936.0,1042633,26139782,5.88
5899.0,5000.0,6,128.0,6.56,3784.0,1042633,62311092,4.71
6400.0,3200.0,3,32.0,6.0,3107.0,1042633,88564420,1.76
6600.0,5000.0,6,128.0,6.5,3017.0,1042633,24720791,6.18
6999.0,5000.0,6,128.0,6.56,3781.0,1042633,21376081,5.0
7300.0,5000.0,4,64.0,6.56,3516.0,1042633,5700246,4.12
7899.0,5000.0,4,128.0,6.56,3516.0,1042633,54038927,4.41
8299.0,5000.0,6,128.0,6.56,3516.0,1042633,71706095,5.88
6789.0,5000.0,8,128.0,6.56,3516.0,1042633,70839968,5.88
9238.0,5000.0,8,128.0,6.56,4076.0,1042633,73177625,6.76
8399.0,5000.0,8,128.0,6.59,3516.0,1042633,99949134,7.06
8999.0,4500.0,8,256.0,6.43,3516.0,1042633,29516397,7.65
9549.0,5000.0,12,256.0,6.56,4076.0,1042633,56748929,6.76
9599.0,5000.0,8,128.0,6.7,4182.0,1042633,6837322,9.12
10220.0,4015.0,8,128.0,6.43,3103.0,1042633,56313265,7.94
7899.0,5000.0,6,128.0,6.4,2901.0,1042633,49829746,6.47
8999.0,4310.0,8,128.0,6.43,3103.0,1042633,81537660,7.06
10200.0,4500.0,8,128.0,6.5,3781.0,1042633,77266509,7.65
12500.0,4500.0,8,128.0,6.43,3781.0,1042633,7567448,7.65
12549.0,4500.0,8,128.0,6.5,4182.0,1042633,33781500,7.65
14500.0,4500.0,8,256.0,7.1,6579.0,1042633,10235081,7.06
18999.0,4520.0,12,256.0,7.1,7290.0,1042633,65046339,7.06
17500.0,4500.0,12,256.0,6.7,11326.0,1042633,44648546,7.06
21500.0,5000.0,8,256.0,6.7,6415.0,1042633,74566269,7.06
8000.0,4700.0,8,256.0,6.73,7878.0,1042633,24806490,9.71
18000.0,4700.0,12,256.0,6.78,9362.0,1042633,8772365,7.06
11000.0,5000.0,6,128.0,6.59,2431.0,1042633,90457811,6.47
13000.0,5000.0,8,128.0,6.59,2431.0,1042633,29318503,7.06
11789.0,5000.0,8,128.0,6.56,7374.0,1042633,21374873,6.76
14000.0,5000.0,8,128.0,6.62,1316.0,1042633,90393890,7.35
7500.0,5000.0,6,128.0,6.59,2431.0,1042633,29273985,6.47
7200.0,4000.0,8,128.0,6.4,5561.0,1042633,27615016,7.65
6770.0,5000.0,8,256.0,6.73,4557.0,1042633,41869365,8.24
8000.0,5000.0,16,256.0,6.73,7374.0,1042633,76083783,8.82
10000.0,4700.0,12,256.0,6.73,9362.0,1042633,59871238,9.41
6000.0,4300.0,8,128.0,6.43,3712.0,1042633,27510926,7.94
7370.0,4350.0,8,128.0,6.53,4805.0,1042633,65076330,8.24
4300.0,4000.0,6,128.0,6.5,3423.0,1042633,73436159,7.06
7700.0,4300.0,8,128.0,6.43,4838.0,1042633,71772518,7.94
7895.0,4500.0,12,256.0,6.55,4889.0,1042633,40389745,9.12
8350.0,4500.0,8,128.0,6.55,4889.0,1042633,68423663,9.12
17500.0,4500.0,8,128.0,6.43,4805.0,1042633,49752812,8.24
17000.0,4500.0,8,256.0,6.7,7374.0,1042633,72776686,8.53
8350.0,4500.0,12,256.0,6.7,7374.0,1042633,10271576,8.82
8100.0,5000.0,8,256.0,6.67,4243.0,1042633,50593400,9.12
10800.0,4500.0,8,256.0,6.7,6398.0,1042633,70993253,7.94
13500.0,4500.0,16,256.0,6.7,7374.0,1042633,93934288,8.82
16200.0,4700.0,16,256.0,6.7,9362.0,1042633,33419625,8.82
9450.0,4800.0,8,128.0,6.58,2836.0,1042633,24210268,8.24
12150.0,4500.0,8,256.0,6.43,4805.0,1042633,99839489,8.53
13500.0,4500.0,12,256.0,6.55,2836.0,1042633,10387658,9.12
9450.0,4500.0,8,128.0,6.43,2836.0,1042633,11146725,8.24
13500.0,4500.0,8,128.0,6.43,4805.0,1042633,4965011,7.94
12000.0,4000.0,8,256.0,7.4,4889.0,1042633,66564204,8.82
2700.0,3000.0,1,16.0,5.3,686.0,33385164,89648568,7.06
4050.0,5000.0,3,32.0,6.5,2672.0,33385164,73941284,2.94
7800.0,5000.0,4,64.0,6.5,2672.0,33385164,88993422,3.82
6560.0,5000.0,2,32.0,6.5,1399.0,33385164,19981136,7.06
5000.0,5000.0,4,64.0,6.5,2087.0,33385164,21353689,4.41
4680.0,5000.0,4,128.0,6.5,2087.0,33385164,82283520,4.71
5040.0,5000.0,4,64.0,6.5,2752.0,33385164,4193725,2.06
6500.0,4000.0,2,32.0,6.4,1065.0,33385164,78425795,2.06
6700.0,5000.0,4,64.0,6.5,1937.0,33385164,34519105,4.41
6950.0,5000.0,6,128.0,6.5,1937.0,33385164,13385472,5.59
8200.0,5000.0,4,64.0,6.6,2087.0,33385164,57024635,5.59
8670.0,5000.0,4,128.0,6.6,2087.0,33385164,67654414,5.59
8900.0,5000.0,6,128.0,6.6,2087.0,33385164,33375641,6.47
215.88,5000.0,4,64.0,6.5,3243.0,33385164,32058506,5.0
8300.0,5000.0,4,64.0,6.6,4120.0,33385164,44566558,5.59
9100.0,5000.0,6,64.0,6.5,4255.0,33385164,58079022,2.06
4300.0,5000.0,6,128.0,6.5,2.082,33385164,14041303,5.59
7299.0,5000.0,6,128.0,6.4,2562.0,33385164,62799724,5.88
5750.0,5000.0,6,128.0,6.6,2431.0,33385164,63784673,6.76
9950.0,4000.0,6,64.0,6.4,4255.0,33385164,17666867,6.18
4700.0,5000.0,6,128.0,6.4,2562.0,33385164,28690177,7.06
6000.0,3100.0,4,64.0,5.9,1832.0,33385164,90617318,3.82
6300.0,4000.0,4,128.0,6.4,2581.0,33385164,3828539,7.06
7000.0,4500.0,6,128.0,6.5,3712.0,33385164,96859132,7.94
9450.0,4500.0,8,128.0,6.5,3712.0,33385164,73613000,8.82
9800.0,5000.0,8,256.0,6.5,4789.0,33385164,97052020,9.71
7800.0,5000.0,6,128.0,6.5,4789.0,33385164,18534622,9.12
9800.0,5000.0,8,128.0,6.5,4789.0,33385164,72439400,9.71
18000.0,5000.0,6,128.0,6.4,5023.0,33385164,92655115,5.88
18000.0,4500.0,8,128.0,6.7,3524.0,33385164,33282957,8.82
68600.0,5000.0,8,256.0,6.7,4234.0,33385164,74920184,7.06
17000.0,4500.0,6,128.0,6.71,5547.0,33385164,97273944,8.82
10999.0,6000.0,4,64.0,6.6,2.082,33385164,55566219,4.41
8999.0,5000.0,6,128.0,6.5,4838.0,33385164,96196139,5.59
10800.0,6000.0,4,64.0,6.5,6103.0,33385164,97002577,1.18
14599.0,6000.0,4,64.0,6.4,2581.0,33385164,51978360,5.88
12859.0,6000.0,6,128.0,6.4,2562.0,33385164,70833610,7.06
13500.0,6000.0,8,128.0,6.6,4522.0,33385164,54713033,8.24
17500.0,6000.0,6,128.0,6.5,4522.0,33385164,66081172,8.24
19000.0,4500.0,6,128.0,6.7,5547.0,33385164,15505198,7.94
29849.0,4300.0,12,256.0,6.8,5547.0,33385164,32788398,9.71
30844.0,4300.0,8,256.0,6.7,5824.0,33385164,67018259,9.12
15000.0,4500.0,8,256.0,6.7,5547.0,33385164,16886563,8.82
16000.0,4100.0,8,128.0,6.4,5547.0,33385164,29985781,7.35
17900.0,4000.0,8,128.0,6.2,5824.0,33385164,33231994,9.41
16500.0,4000.0,8,128.0,6.2,5962.0,33385164,65794180,9.71
15900.0,4500.0,8,128.0,6.5,6103.0,33385164,90014593,8.82
16300.0,4500.0,8,128.0,6.5,2082.0,33385164,8349038,9.41
19899.0,4500.0,8,128.0,6.7,6103.0,33385164,48740942,9.41
29800.0,5000.0,12,128.0,6.9,6103.0,33385164,68357406,7.06
23879.0,4000.0,8,128.0,6.2,5499.0,33385164,83288088,9.41
16200.0,4500.0,8,128.0,6.4,5499.0,33385164,77672314,9.12
24700.0,4800.0,8,128.0,6.7,5499.0,33385164,23775301,9.41
29300.0,5000.0,12,128.0,6.8,5499.0,33385164,89180355,7.06
24000.0,3700.0,8,256.0,6.1,5783.0,33385164,79491726,9.12
43500.0,5000.0,12,512.0,6.8,7892.0,33385164,78295330,7.06
34900.0,3900.0,8,128.0,6.1,9362.0,33385164,1165139,9.41
23700.0,4500.0,8,128.0,6.5,5783.0,33385164,49218874,6.18
43000.0,4700.0,8,256.0,6.6,9362.0,33385164,60303154,9.71
49999.0,5000.0,8,256.0,6.8,9362.0,33385164,63657968,7.06
62000.0,5100.0,12,256.0,6.83,10110.0,33385164,1134912,8.53
21000.0,3500.0,6,128.0,6.2,3777.0,33385164,72543520,6.47
26400.0,3300.0,8,128.0,6.7,4889.0,33385164,83503974,8.24
30000.0,3700.0,8,128.0,6.7,5230.0,33385164,22408095,9.41
34000.0,4400.0,12,256.0,7.6,4889.0,33385164,39833614,9.71
48000.0,4400.0,12,256.0,7.6,5230.0,33385164,43442024,7.06
5400.0,4000.0,8,256.0,6.5,4889.0,54798807,81829141,9.71
5300.0,5000.0,12,512.0,6.5,5230.0,54798807,74868628,7.06
8000.0,3600.0,4,128.0,6.0,2431.0,54798807,2321514,5.59
8000.0,4500.0,12,512.0,6.5,1316.0,54798807,90650437,7.06
6798.0,4600.0,8,256.0,6.78,7374.0,43031010,41744662,8.82
9500.0,5000.0,12,256.0,6.67,7374.0,43031010,37725449,6.18
7550.0,5000.0,8,128.0,6.44,2431.0,43031010,53952115,7.65
5500.0,5000.0,4,128.0,6.58,2431.0,43031010,30407878,6.47
10000.0,4700.0,8,128.0,6.44,3712.0,43031010,45089716,8.24
6750.0,5000.0,4,128.0,6.58,4838.0,43031010,71201399,5.59
7399.0,5000.0,6,128.0,6.58,4838.0,43031010,90052372,6.18
8360.0,4700.0,8,128.0,6.62,3219.0,43031010,39829675,8.53
9200.0,4500.0,8,128.0,6.44,4686.0,43031010,43724664,5.88
5800.0,6000.0,8,128.0,6.58,4562.0,43031010,45140667,7.06
6000.0,5000.0,6,64.0,6.53,2721.0,43031010,59040745,5.29
6170.0,5000.0,6,64.0,6.58,2545.0,43031010,75559649,4.41
12000.0,3700.0,8,128.0,6.39,2721.0,43031010,96840001,6.47
10000.0,4500.0,8,256.0,6.44,3013.0,43031010,35059200,8.24
10300.0,4000.0,8,128.0,6.44,3319.0,43031010,46685538,8.53
11279.0,4000.0,8,128.0,6.44,3421.0,43031010,49333615,8.24
1639.0,4000.0,8,128.0,6.44,4838.0,43031010,44065908,7.94
1639.0,4000.0,8,128.0,6.44,4838.0,43031010,94203633,8.53
2000.0,4300.0,8,128.0,6.44,4805.0,43031010,58702504,8.53
2000.0,4000.0,8,128.0,6.44,4838.0,43031010,95768258,8.82
12499.0,4200.0,8,128.0,6.44,7878.0,43031010,21609639,7.94
12499.0,4200.0,12,256.0,6.44,7878.0,43031010,51331364,8.82
12499.0,4300.0,8,128.0,6.56,7878.0,43031010,47633426,8.53
14000.0,4300.0,12,256.0,6.56,7878.0,43031010,82407244,9.12
10000.0,4050.0,8,128.0,6.44,3851.0,43031010,93424599,7.65
10000.0,4050.0,8,128.0,6.44,7374.0,43031010,36618789,8.24
14750.0,4500.0,12,256.0,6.44,4838.0,43031010,11356688,8.53
14750.0,4500.0,8,128.0,6.44,4838.0,43031010,86047120,7.94
14750.0,4830.0,12,256.0,6.56,4805.0,43031010,51931917,8.82
14750.0,4830.0,8,128.0,6.56,4805.0,43031010,49695770,8.53
10000.0,4500.0,8,256.0,6.44,4254.0,43031010,68832902,8.24
15000.0,4800.0,12,256.0,6.7,7878.0,43031010,61213120,9.12
15000.0,4700.0,8,256.0,6.56,4686.0,43031010,98353421,7.94
15000.0,5000.0,12,256.0,6.73,7374.0,43031010,6657396,9.12
15000.0,5000.0,8,256.0,6.7,2431.0,43031010,57384343,8.24
15000.0,5000.0,8,256.0,6.67,3423.0,43031010,59457060,8.24
22300.0,5000.0,12,256.0,6.78,6028.0,43031010,31386842,4.71
25000.0,5500.0,8,256.0,6.78,5832.0,43031010,18505136,5.59
26939.0,5500.0,12,256.0,6.78,6028.0,43031010,96472222,8.82
40000.0,5500.0,8,256.0,6.78,7855.0,43031010,25854439,10.0
22999.0,4800.0,12,256.0,8.03,11789.0,43031010,27882821,7.06
25500.0,4600.0,12,256.0,8.03,5088.0,43031010,33199013,4.12
36500.0,4600.0,12,512.0,8.03,5088.0,43031010,27599824,4.12
25500.0,4730.0,12,256.0,8.03,5088.0,43031010,99547572,7.06
46999.0,5700.0,16,512.0,8.03,11525.0,43031010,47765490,10.0
50000.0,5700.0,16,1024.0,8.03,11525.0,43031010,47765490,10.0
21304.0,5000.0,12,512.0,7.0,5088.0,43031010,39821089,8.82
21266.0,4500.0,8,128.0,6.78,7878.0,43031010,73793189,8.82
21266.0,4500.0,12,256.0,6.78,7878.0,43031010,37927951,9.41
32278.0,4700.0,12,256.0,6.78,5088.0,43031010,98443477,10.0
32278.0,4500.0,12,256.0,6.78,5088.0,43031010,66776852,10.0
14245.0,4810.0,8,128.0,6.78,7878.0,43031010,95118974,9.41
19250.0,4870.0,8,256.0,6.78,7878.0,43031010,82238603,7.06
27870.0,4700.0,12,256.0,6.78,6796.0,43031010,67532924,7.06
30000.0,5000.0,12,256.0,6.78,7855.0,43031010,9076245,7.65
54999.0,5400.0,16,512.0,6.78,7855.0,43031010,27540089,8.24
40000.0,5800.0,12,256.0,6.67,7855.0,43031010,59424848,4.12
64999.0,6000.0,16,512.0,6.78,7855.0,43031010,26295840,6.18
5000.0,5000.0,4,64.0,6.55,2752.0,43031010,16790964,4.71
6000.0,5000.0,6,128.0,6.55,2752.0,43031010,26357497,5.59
7700.0,5000.0,8,128.0,6.55,3781.0,43031010,36195153,6.18
6093.0,5000.0,8,128.0,6.64,2752.0,43031010,42422244,7.06
6093.0,5000.0,8,128.0,6.64,3781.0,43031010,26066710,7.06
7999.0,5000.0,8,128.0,6.58,3781.0,43031010,27426856,7.06
9960.0,5000.0,4,128.0,6.51,4076.0,43031010,38907963,4.12
9499.0,5000.0,8,128.0,6.64,4076.0,43031010,81612317,7.65
10000.0,6000.0,8,256.0,6.68,4061.0,43031010,36294680,10.0
9655.3,8.0,128,6.44,3781.0,,43031010,81210741,
9655.0,5000.0,4,128.0,6.58,4076.0,43031010,27368632,6.18
9239.0,5000.0,4,128.0,6.58,4076.0,43031010,46629352,6.47
9239.0,6000.0,8,128.0,6.58,4076.0,43031010,88579758,6.76
9239.0,5000.0,8,128.0,6.58,4076.0,43031010,77645717,7.06
8395.0,4050.0,8,128.0,6.44,3851.0,43031010,4524335,7.65
9235.0,5000.0,8,128.0,6.58,4077.0,43031010,55125825,7.65
7555.0,4500.0,6,128.0,6.64,3700.0,43031010,61570037,5.88
9135.0,4500.0,8,128.0,6.58,4559.0,43031010,62859765,6.18
12000.0,4500.0,8,128.0,6.38,4833.0,43031010,2987215,4.12
12000.0,4500.0,12,512.0,6.67,4061.0,43031010,96957831,7.06
12000.0,4800.0,8,256.0,6.67,3958.0,43031010,21670011,7.06
7500.0,5160.0,8,128.0,6.67,4838.0,93512542,65450878,7.94
7500.0,4500.0,6,128.0,6.67,4838.0,93512542,4669173,7.94
8000.0,4500.0,8,128.0,6.67,4838.0,93512542,64973027,8.82
17000.0,5000.0,12,256.0,6.67,6559.0,93512542,26918856,9.41
