price,avg_rating,battery_capacity,ram_capacity,internal_memory,screen_size,cpu_benchmark,hashed_brand_name,hashed_model
4255.0,7.2,5000,4,64.0,6.56,1613.0,1042633,20516578
4499.0,6.2,5000,3,64.0,6.56,1613.0,1042633,76309496
4253.0,7.2,4230,6,128.0,6.5,1613.0,1042633,52025661
4299.0,7.0,5000,6,128.0,6.5,2631.0,1042633,87927693
4500.0,7.0,5000,4,64.0,6.51,1661.0,1042633,51903874
4899.0,7.1,5000,4,128.0,6.51,1661.0,1042633,43239972
5299.0,7.4,5000,6,128.0,6.51,1661.0,1042633,52434778
4980.0,7.3,5000,4,64.0,6.51,1661.0,1042633,15163692
5390.0,7.6,5000,6,128.0,6.51,1661.0,1042633,55181383
5740.0,7.4,5000,6,128.0,6.5,1661.0,1042633,50760037
6890.0,7.3,5000,6,128.0,6.5,4076.0,1042633,59465238
4990.0,7.5,5000,8,128.0,6.56,4076.0,1042633,92213342
4299.0,6.7,5000,3,64.0,6.56,1661.0,1042633,28415706
4899.0,6.9,5000,4,64.0,6.56,1661.0,1042633,88974819
5499.0,7.6,5000,6,128.0,6.56,2936.0,1042633,26139782
5899.0,7.2,5000,6,128.0,6.56,3784.0,1042633,62311092
6400.0,6.2,3200,3,32.0,6.0,3107.0,1042633,88564420
6600.0,7.7,5000,6,128.0,6.5,3017.0,1042633,24720791
6999.0,7.3,5000,6,128.0,6.56,3781.0,1042633,21376081
7300.0,7.0,5000,4,64.0,6.56,3516.0,1042633,5700246
7899.0,7.1,5000,4,128.0,6.56,3516.0,1042633,54038927
8299.0,7.6,5000,6,128.0,6.56,3516.0,1042633,71706095
6789.0,7.6,5000,8,128.0,6.56,3516.0,1042633,70839968
9238.0,7.9,5000,8,128.0,6.56,4076.0,1042633,73177625
8399.0,8.0,5000,8,128.0,6.59,3516.0,1042633,99949134
8999.0,8.2,4500,8,256.0,6.43,3516.0,1042633,29516397
9549.0,7.9,5000,12,256.0,6.56,4076.0,1042633,56748929
9599.0,8.7,5000,8,128.0,6.7,4182.0,1042633,6837322
10220.0,8.3,4015,8,128.0,6.43,3103.0,1042633,56313265
7899.0,7.8,5000,6,128.0,6.4,2901.0,1042633,49829746
8999.0,8.0,4310,8,128.0,6.43,3103.0,1042633,81537660
10200.0,8.2,4500,8,128.0,6.5,3781.0,1042633,77266509
12500.0,8.2,4500,8,128.0,6.43,3781.0,1042633,7567448
12549.0,8.2,4500,8,128.0,6.5,4182.0,1042633,33781500
14500.0,0.0,4500,8,256.0,7.1,6579.0,1042633,10235081
18999.0,0.0,4520,12,256.0,7.1,7290.0,1042633,65046339
17500.0,0.0,4500,12,256.0,6.7,11326.0,1042633,44648546
21500.0,0.0,5000,8,256.0,6.7,6415.0,1042633,74566269
8000.0,8.9,4700,8,256.0,6.73,7878.0,1042633,24806490
18000.0,0.0,4700,12,256.0,6.78,9362.0,1042633,8772365
11000.0,7.8,5000,6,128.0,6.59,2431.0,1042633,90457811
13000.0,8.0,5000,8,128.0,6.59,2431.0,1042633,29318503
11789.0,7.9,5000,8,128.0,6.56,7374.0,1042633,21374873
14000.0,8.1,5000,8,128.0,6.62,1316.0,1042633,90393890
7500.0,7.8,5000,6,128.0,6.59,2431.0,1042633,29273985
7200.0,8.2,4000,8,128.0,6.4,5561.0,1042633,27615016
6770.0,8.4,5000,8,256.0,6.73,4557.0,1042633,41869365
8000.0,8.6,5000,16,256.0,6.73,7374.0,1042633,76083783
10000.0,8.8,4700,12,256.0,6.73,9362.0,1042633,59871238
6000.0,8.3,4300,8,128.0,6.43,3712.0,1042633,27510926
7370.0,8.4,4350,8,128.0,6.53,4805.0,1042633,65076330
4300.0,8.0,4000,6,128.0,6.5,3423.0,1042633,73436159
7700.0,8.3,4300,8,128.0,6.43,4838.0,1042633,71772518
7895.0,8.7,4500,12,256.0,6.55,4889.0,1042633,40389745
8350.0,8.7,4500,8,128.0,6.55,4889.0,1042633,68423663
17500.0,8.4,4500,8,128.0,6.43,4805.0,1042633,49752812
17000.0,8.5,4500,8,256.0,6.7,7374.0,1042633,72776686
8350.0,8.6,4500,12,256.0,6.7,7374.0,1042633,10271576
8100.0,8.7,5000,8,256.0,6.67,4243.0,1042633,50593400
10800.0,8.3,4500,8,256.0,6.7,6398.0,1042633,70993253
13500.0,8.6,4500,16,256.0,6.7,7374.0,1042633,93934288
16200.0,8.6,4700,16,256.0,6.7,9362.0,1042633,33419625
9450.0,8.4,4800,8,128.0,6.58,2836.0,1042633,24210268
12150.0,8.5,4500,8,256.0,6.43,4805.0,1042633,99839489
13500.0,8.7,4500,12,256.0,6.55,2836.0,1042633,10387658
9450.0,8.4,4500,8,128.0,6.43,2836.0,1042633,11146725
13500.0,8.3,4500,8,128.0,6.43,4805.0,1042633,4965011
12000.0,8.6,4000,8,256.0,7.4,4889.0,1042633,66564204
2700.0,0.0,3000,1,16.0,5.3,686.0,33385164,89648568
4050.0,6.6,5000,3,32.0,6.5,2672.0,33385164,73941284
7800.0,6.9,5000,4,64.0,6.5,2672.0,33385164,88993422
6560.0,0.0,5000,2,32.0,6.5,1399.0,33385164,19981136
5000.0,7.1,5000,4,64.0,6.5,2087.0,33385164,21353689
4680.0,7.2,5000,4,128.0,6.5,2087.0,33385164,82283520
5040.0,6.3,5000,4,64.0,6.5,2752.0,33385164,4193725
6500.0,6.3,4000,2,32.0,6.4,1065.0,33385164,78425795
6700.0,7.1,5000,4,64.0,6.5,1937.0,33385164,34519105
6950.0,7.5,5000,6,128.0,6.5,1937.0,33385164,13385472
8200.0,7.5,5000,4,64.0,6.6,2087.0,33385164,57024635
8670.0,7.5,5000,4,128.0,6.6,2087.0,33385164,67654414
8900.0,7.8,5000,6,128.0,6.6,2087.0,33385164,33375641
215.88,7.3,5000,4,64.0,6.5,3243.0,33385164,32058506
8300.0,7.5,5000,4,64.0,6.6,4120.0,33385164,44566558
9100.0,6.3,5000,6,64.0,6.5,4255.0,33385164,58079022
4300.0,7.5,5000,6,128.0,6.5,2.082,33385164,14041303
7299.0,7.6,5000,6,128.0,6.4,2562.0,33385164,62799724
5750.0,7.9,5000,6,128.0,6.6,2431.0,33385164,63784673
9950.0,7.7,4000,6,64.0,6.4,4255.0,33385164,17666867
4700.0,8.0,5000,6,128.0,6.4,2562.0,33385164,28690177
6000.0,6.9,3100,4,64.0,5.9,1832.0,33385164,90617318
6300.0,8.0,4000,4,128.0,6.4,2581.0,33385164,3828539
7000.0,8.3,4500,6,128.0,6.5,3712.0,33385164,96859132
9450.0,8.6,4500,8,128.0,6.5,3712.0,33385164,73613000
9800.0,8.9,5000,8,256.0,6.5,4789.0,33385164,97052020
7800.0,8.7,5000,6,128.0,6.5,4789.0,33385164,18534622
9800.0,8.9,5000,8,128.0,6.5,4789.0,33385164,72439400
18000.0,7.6,5000,6,128.0,6.4,5023.0,33385164,92655115
18000.0,8.6,4500,8,128.0,6.7,3524.0,33385164,33282957
68600.0,0.0,5000,8,256.0,6.7,4234.0,33385164,74920184
17000.0,8.6,4500,6,128.0,6.71,5547.0,33385164,97273944
10999.0,7.1,6000,4,64.0,6.6,2.082,33385164,55566219
8999.0,7.5,5000,6,128.0,6.5,4838.0,33385164,96196139
10800.0,6.0,6000,4,64.0,6.5,6103.0,33385164,97002577
14599.0,7.6,6000,4,64.0,6.4,2581.0,33385164,51978360
12859.0,8.0,6000,6,128.0,6.4,2562.0,33385164,70833610
13500.0,8.4,6000,8,128.0,6.6,4522.0,33385164,54713033
17500.0,8.4,6000,6,128.0,6.5,4522.0,33385164,66081172
19000.0,8.3,4500,6,128.0,6.7,5547.0,33385164,15505198
29849.0,8.9,4300,12,256.0,6.8,5547.0,33385164,32788398
30844.0,8.7,4300,8,256.0,6.7,5824.0,33385164,67018259
15000.0,8.6,4500,8,256.0,6.7,5547.0,33385164,16886563
16000.0,8.1,4100,8,128.0,6.4,5547.0,33385164,29985781
17900.0,8.8,4000,8,128.0,6.2,5824.0,33385164,33231994
16500.0,8.9,4000,8,128.0,6.2,5962.0,33385164,65794180
15900.0,8.6,4500,8,128.0,6.5,6103.0,33385164,90014593
16300.0,8.8,4500,8,128.0,6.5,2082.0,33385164,8349038
19899.0,8.8,4500,8,128.0,6.7,6103.0,33385164,48740942
29800.0,0.0,5000,12,128.0,6.9,6103.0,33385164,68357406
23879.0,8.8,4000,8,128.0,6.2,5499.0,33385164,83288088
16200.0,8.7,4500,8,128.0,6.4,5499.0,33385164,77672314
24700.0,8.8,4800,8,128.0,6.7,5499.0,33385164,23775301
29300.0,0.0,5000,12,128.0,6.8,5499.0,33385164,89180355
24000.0,8.7,3700,8,256.0,6.1,5783.0,33385164,79491726
43500.0,0.0,5000,12,512.0,6.8,7892.0,33385164,78295330
34900.0,8.8,3900,8,128.0,6.1,9362.0,33385164,1165139
23700.0,7.7,4500,8,128.0,6.5,5783.0,33385164,49218874
43000.0,8.9,4700,8,256.0,6.6,9362.0,33385164,60303154
49999.0,0.0,5000,8,256.0,6.8,9362.0,33385164,63657968
62000.0,8.5,5100,12,256.0,6.83,10110.0,33385164,1134912
21000.0,7.8,3500,6,128.0,6.2,3777.0,33385164,72543520
26400.0,8.4,3300,8,128.0,6.7,4889.0,33385164,83503974
30000.0,8.8,3700,8,128.0,6.7,5230.0,33385164,22408095
34000.0,8.9,4400,12,256.0,7.6,4889.0,33385164,39833614
48000.0,0.0,4400,12,256.0,7.6,5230.0,33385164,43442024
5400.0,8.9,4000,8,256.0,6.5,4889.0,54798807,81829141
5300.0,0.0,5000,12,512.0,6.5,5230.0,54798807,74868628
8000.0,7.5,3600,4,128.0,6.0,2431.0,54798807,2321514
8000.0,0.0,4500,12,512.0,6.5,1316.0,54798807,90650437
6798.0,8.6,4600,8,256.0,6.78,7374.0,43031010,41744662
9500.0,7.7,5000,12,256.0,6.67,7374.0,43031010,37725449
7550.0,8.2,5000,8,128.0,6.44,2431.0,43031010,53952115
5500.0,7.8,5000,4,128.0,6.58,2431.0,43031010,30407878
10000.0,8.4,4700,8,128.0,6.44,3712.0,43031010,45089716
6750.0,7.5,5000,4,128.0,6.58,4838.0,43031010,71201399
7399.0,7.7,5000,6,128.0,6.58,4838.0,43031010,90052372
8360.0,8.5,4700,8,128.0,6.62,3219.0,43031010,39829675
9200.0,7.6,4500,8,128.0,6.44,4686.0,43031010,43724664
5800.0,8.0,6000,8,128.0,6.58,4562.0,43031010,45140667
6000.0,7.4,5000,6,64.0,6.53,2721.0,43031010,59040745
6170.0,7.1,5000,6,64.0,6.58,2545.0,43031010,75559649
12000.0,7.8,3700,8,128.0,6.39,2721.0,43031010,96840001
10000.0,8.4,4500,8,256.0,6.44,3013.0,43031010,35059200
10300.0,8.5,4000,8,128.0,6.44,3319.0,43031010,46685538
11279.0,8.4,4000,8,128.0,6.44,3421.0,43031010,49333615
1639.0,8.3,4000,8,128.0,6.44,4838.0,43031010,44065908
1639.0,8.5,4000,8,128.0,6.44,4838.0,43031010,94203633
2000.0,8.5,4300,8,128.0,6.44,4805.0,43031010,58702504
2000.0,8.6,4000,8,128.0,6.44,4838.0,43031010,95768258
12499.0,8.3,4200,8,128.0,6.44,7878.0,43031010,21609639
12499.0,8.6,4200,12,256.0,6.44,7878.0,43031010,51331364
12499.0,8.5,4300,8,128.0,6.56,7878.0,43031010,47633426
14000.0,8.7,4300,12,256.0,6.56,7878.0,43031010,82407244
10000.0,8.2,4050,8,128.0,6.44,3851.0,43031010,93424599
10000.0,8.4,4050,8,128.0,6.44,7374.0,43031010,36618789
14750.0,8.5,4500,12,256.0,6.44,4838.0,43031010,11356688
14750.0,8.3,4500,8,128.0,6.44,4838.0,43031010,86047120
14750.0,8.6,4830,12,256.0,6.56,4805.0,43031010,51931917
14750.0,8.5,4830,8,128.0,6.56,4805.0,43031010,49695770
10000.0,8.4,4500,8,256.0,6.44,4254.0,43031010,68832902
15000.0,8.7,4800,12,256.0,6.7,7878.0,43031010,61213120
15000.0,8.3,4700,8,256.0,6.56,4686.0,43031010,98353421
15000.0,8.7,5000,12,256.0,6.73,7374.0,43031010,6657396
15000.0,8.4,5000,8,256.0,6.7,2431.0,43031010,57384343
15000.0,8.4,5000,8,256.0,6.67,3423.0,43031010,59457060
22300.0,7.2,5000,12,256.0,6.78,6028.0,43031010,31386842
25000.0,7.5,5500,8,256.0,6.78,5832.0,43031010,18505136
26939.0,8.6,5500,12,256.0,6.78,6028.0,43031010,96472222
40000.0,9.0,5500,8,256.0,6.78,7855.0,43031010,25854439
22999.0,8.0,4800,12,256.0,8.03,11789.0,43031010,27882821
25500.0,7.0,4600,12,256.0,8.03,5088.0,43031010,33199013
36500.0,7.0,4600,12,512.0,8.03,5088.0,43031010,27599824
25500.0,8.0,4730,12,256.0,8.03,5088.0,43031010,99547572
46999.0,9.0,5700,16,512.0,8.03,11525.0,43031010,47765490
50000.0,9.0,5700,16,1024.0,8.03,11525.0,43031010,47765490
21304.0,8.6,5000,12,512.0,7.0,5088.0,43031010,39821089
21266.0,8.6,4500,8,128.0,6.78,7878.0,43031010,73793189
21266.0,8.8,4500,12,256.0,6.78,7878.0,43031010,37927951
32278.0,9.0,4700,12,256.0,6.78,5088.0,43031010,98443477
32278.0,9.0,4500,12,256.0,6.78,5088.0,43031010,66776852
14245.0,8.8,4810,8,128.0,6.78,7878.0,43031010,95118974
19250.0,8.0,4870,8,256.0,6.78,7878.0,43031010,82238603
27870.0,8.0,4700,12,256.0,6.78,6796.0,43031010,67532924
30000.0,8.2,5000,12,256.0,6.78,7855.0,43031010,9076245
54999.0,8.4,5400,16,512.0,6.78,7855.0,43031010,27540089
40000.0,7.0,5800,12,256.0,6.67,7855.0,43031010,59424848
64999.0,7.7,6000,16,512.0,6.78,7855.0,43031010,26295840
5000.0,7.2,5000,4,64.0,6.55,2752.0,43031010,16790964
6000.0,7.5,5000,6,128.0,6.55,2752.0,43031010,26357497
7700.0,7.7,5000,8,128.0,6.55,3781.0,43031010,36195153
6093.0,8.0,5000,8,128.0,6.64,2752.0,43031010,42422244
6093.0,8.0,5000,8,128.0,6.64,3781.0,43031010,26066710
7999.0,8.0,5000,8,128.0,6.58,3781.0,43031010,27426856
9960.0,7.0,5000,4,128.0,6.51,4076.0,43031010,38907963
9499.0,8.2,5000,8,128.0,6.64,4076.0,43031010,81612317
10000.0,9.0,6000,8,256.0,6.68,4061.0,43031010,36294680
9655.3,snapdragon,8,128,6.44,3781.0,,43031010,81210741
9655.0,7.7,5000,4,128.0,6.58,4076.0,43031010,27368632
9239.0,7.8,5000,4,128.0,6.58,4076.0,43031010,46629352
9239.0,7.9,6000,8,128.0,6.58,4076.0,43031010,88579758
9239.0,8.0,5000,8,128.0,6.58,4076.0,43031010,77645717
8395.0,8.2,4050,8,128.0,6.44,3851.0,43031010,4524335
9235.0,8.2,5000,8,128.0,6.58,4077.0,43031010,55125825
7555.0,7.6,4500,6,128.0,6.64,3700.0,43031010,61570037
9135.0,7.7,4500,8,128.0,6.58,4559.0,43031010,62859765
12000.0,7.0,4500,8,128.0,6.38,4833.0,43031010,2987215
12000.0,8.0,4500,12,512.0,6.67,4061.0,43031010,96957831
12000.0,8.0,4800,8,256.0,6.67,3958.0,43031010,21670011
7500.0,8.3,5160,8,128.0,6.67,4838.0,93512542,65450878
7500.0,8.3,4500,6,128.0,6.67,4838.0,93512542,4669173
8000.0,8.6,4500,8,128.0,6.67,4838.0,93512542,64973027
17000.0,8.8,5000,12,256.0,6.67,6559.0,93512542,26918856
11999.0,8.2,4300,6,128.0,6.55,6100.0,93512542,18496208
37500.0,8.9,4600,8,256.0,6.73,6414.0,93512542,77767188
40000.0,8.9,4600,12,256.0,6.73,6414.0,93512542,63848088
16000.0,8.0,4860,8,256.0,6.73,7290.0,93512542,54403650
22499.0,8.7,5000,8,128.0,6.67,7615.0,93512542,54575299
27999.0,8.9,5000,8,128.0,6.67,7290.0,93512542,24065778
22499.0,8.9,4500,8,128.0,6.36,9112.0,93512542,61065529
22499.0,8.0,4820,8,128.0,6.73,9112.0,93512542,1231686
45399.0,8.5,5000,12,256.0,6.6,9112.0,93512542,9107430
19700.0,5.6,4500,8,256.0,6.55,5502.0,93512542,58863136
23915.0,8.7,5000,12,256.0,6.67,7374.0,93512542,64347575
29402.0,9.0,5000,8,256.0,6.67,7855.0,93512542,97126445
40000.0,8.9,5000,12,256.0,6.43,11525.0,93512542,16370796
73293.0,9.0,5000,16,512.0,6.73,11525.0,93512542,28057417
10000.0,8.5,4500,8,128.0,6.55,5502.0,93512542,68205602
10000.0,8.6,5000,8,256.0,6.7,7374.0,93512542,48915493
20000.0,8.0,4500,12,256.0,8.02,7290.0,93512542,24441120
30000.0,9.0,4800,12,1024.0,8.03,9112.0,93512542,13349624
18499.0,8.0,5110,8,256.0,6.67,6330.0,93512542,58572805
