price,avg_rating,battery_capacity,ram_capacity,internal_memory,screen_size,cpu_benchmark,hashed_brand_name,hashed_model
22999.0,8.0,6000,8,256.0,6.67,7424.0,93512542,87289348
5000.0,7.4,5000,4,64.0,6.58,4254.0,93512542,7237353
6000.0,7.6,5000,6,128.0,6.58,4254.0,93512542,24782572
6000.0,7.4,5000,4,64.0,6.58,4076.0,93512542,9626321
6000.0,7.7,5000,6,128.0,6.58,4076.0,93512542,59069276
8199.0,8.3,5000,8,128.0,6.79,2754.0,93512542,23283727
9490.0,8.5,5000,8,128.0,6.79,4061.0,93512542,18807938
8999.0,7.9,5100,6,128.0,6.73,4061.0,93512542,22153211
8298.0,7.7,5000,8,256.0,6.74,2752.0,93512542,37834375
8349.0,7.5,5160,8,256.0,6.88,2752.0,93512542,37643585
3704.0,7.4,5000,2,32.0,6.52,1175.0,93512542,58351628
3999.0,6.0,5000,2,32.0,6.52,1175.0,93512542,20484772
4704.0,6.1,5000,3,32.0,6.52,1175.0,93512542,96465720
4500.0,7.5,5000,2,32.0,6.52,1638.0,93512542,99136280
5000.0,7.6,5000,2,32.0,6.52,1638.0,93512542,19201933
5390.0,7.5,5000,4,128.0,6.71,1638.0,93512542,13005980
12000.0,8.3,5500,8,128.0,6.67,7374.0,93512542,10939236
14382.0,8.5,5000,8,128.0,6.67,7290.0,93512542,87031415
13000.0,8.5,5080,8,256.0,6.6,7615.0,93512542,33116375
14000.0,8.2,5080,6,128.0,6.6,7615.0,93512542,61677911
18000.0,8.4,5500,8,128.0,6.67,7290.0,93512542,90732204
20000.0,8.6,5000,8,128.0,6.73,7290.0,93512542,67030347
20000.0,8.5,5000,8,128.0,6.67,9112.0,93512542,25097487
15000.0,8.3,5500,8,128.0,6.67,7374.0,93512542,37770358
6934.0,7.6,5000,4,64.0,6.43,3781.0,93512542,46663814
7903.0,8.0,5000,6,128.0,6.43,3781.0,93512542,51072459
7304.0,7.9,5000,6,64.0,6.43,3781.0,93512542,79958951
7000.0,7.7,5000,4,128.0,6.6,3781.0,93512542,3846364
9949.0,8.1,5000,6,128.0,6.67,3849.0,93512542,30422467
12000.0,8.1,5000,6,64.0,6.67,4183.0,93512542,86873503
14000.0,8.3,5000,6,128.0,6.67,4838.0,93512542,40145898
15000.0,8.6,5000,8,128.0,6.67,4838.0,93512542,57791472
16160.0,8.7,5000,8,256.0,6.67,4838.0,93512542,35140169
5999.0,6.9,5000,4,128.0,6.58,4076.0,93512542,82536494
5898.0,7.3,5000,4,128.0,6.58,4076.0,93512542,10994613
7000.0,8.0,5000,6,64.0,6.43,3849.0,93512542,84033715
8000.0,8.1,5000,6,128.0,6.43,3849.0,93512542,95855046
9000.0,8.4,5000,8,128.0,6.43,3849.0,93512542,86130309
6000.0,8.0,5000,6,64.0,6.43,4076.0,93512542,18847883
10000.0,7.9,5000,6,64.0,6.6,3700.0,93512542,17637177
12000.0,8.1,5000,6,128.0,6.6,3700.0,93512542,6264655
15599.0,8.3,5000,8,128.0,6.6,3700.0,93512542,40077443
20000.0,8.2,5080,6,128.0,6.6,5230.0,93512542,96625054
6000.0,7.6,5000,4,128.0,6.67,3958.0,93512542,14191709
8395.0,7.9,5000,6,128.0,6.67,3958.0,93512542,21766799
5000.0,7.5,5000,4,64.0,6.67,3781.0,93512542,4622385
8500.0,8.9,4300,8,256.0,6.67,5001.0,93512542,33413074
10000.0,8.2,5000,8,128.0,6.67,4131.0,93512542,45283805
10146.0,8.2,5000,8,256.0,6.67,4131.0,93512542,11446038
8000.0,7.9,5000,6,128.0,6.67,4131.0,93512542,255083
13819.0,8.6,4980,8,256.0,6.67,4805.0,93512542,68897466
15000.0,8.7,4980,12,256.0,6.67,4805.0,93512542,95319043
12000.0,8.4,4980,6,128.0,6.67,4805.0,93512542,28587047
10938.0,8.1,5000,8,128.0,6.67,3853.0,93512542,59631798
12000.0,7.8,5000,6,128.0,6.67,5721.0,93512542,53020114
15000.0,8.3,5200,6,128.0,6.67,5230.0,93512542,1448169
13699.0,7.5,5500,8,128.0,6.67,4565.0,93512542,11616839
13699.0,7.5,5110,6,128.0,6.67,4565.0,93512542,26606053
17178.0,8.0,5500,8,256.0,6.67,6330.0,93512542,12255526
21499.0,8.0,5110,12,512.0,6.67,6330.0,93512542,97487596
25999.0,8.0,5110,12,512.0,6.67,5754.0,93512542,39376057
